Chr	WT O1	WT O2	MUT O1	MUT O2	WT Term Ratio	MUT Term Ratio	Corr Coeff	Euclidean Dist	FirstDer Corr	FirstDer Dist	SecDer Corr	SecDer Dist
15	566602	615928	565943	617100	0.601021773507	0.581503997498	0.725997930354	137.822095792	0.721030429555	36.8708285541	0.846324830794	17.3181612958
15	615928	658455	617100	658609	0.533308251229	0.532197836614	0.988190243782	57.2903725251	0.990028239542	7.02984684431	0.983350823993	4.48389714811
15	658455	680022	658609	680795	0.631056707006	0.234021454972	0.866570778632	73.5943243925	0.94776604701	8.08514227165	0.990541711567	3.72256641803
15	680022	767758	680795	767611	0.346824564603	0.300900755621	0.984101677757	129.566648042	0.939469991905	23.7011332125	0.961639433587	11.1391000002
15	767758	855313	767611	855105	0.477654046028	0.471140878232	0.995450658303	225.015771724	0.972678231143	22.7794412611	0.969989736946	12.0179001422
15	855313	873618	855105	873907	0.642993717564	0.661259440485	0.988843432541	21.2312928087	0.991144082977	7.46050075063	0.989504496153	8.68679453824
15	873618	907728	873907	907898	0.347991791264	0.370480421288	0.964858850429	169.00767014	0.934521043382	25.5748647156	0.982481605665	9.2774941048
15	907728	980247	907898	979502	0.607702808919	0.734162895928	0.920040916461	309.998123509	0.708445799247	58.1307638334	0.786849223393	26.7825914945
15	980247	1053558	979502	1053421	0.376641977329	0.372556446922	0.994676566729	132.781484054	0.965702884104	24.4487238733	0.960275173601	14.2387023409
16	73005	163399	72828	163365	0.751178175543	0.610269834432	0.976167873546	193.602292424	0.970287309882	27.8584371132	0.962176480235	13.8852574163
16	163399	210430	163365	210559	0.479938763794	0.529548247659	0.894929652447	69.1522856378	0.910222985517	15.8694516678	0.955153114083	9.47815291656
16	210430	289406	210559	289208	0.221852208266	0.174471385523	0.985050812244	93.3054898138	0.971720473846	18.031721362	0.96587180569	13.5388377552
16	289406	385064	289208	385022	0.625635074955	0.454343832843	0.976737417795	248.237123196	0.951534538499	29.3304082158	0.958555239842	17.3786762909
16	385064	418356	385022	418772	0.322089390845	0.331407407407	0.949800165028	133.825087586	0.955126938569	25.652422407	0.983014959387	13.045762459
16	418356	454801	418772	455758	0.722046920016	0.527523927973	0.921713757724	233.62040067	0.92865713896	25.1942879587	0.97050561754	13.1665494525
16	454801	512169	455758	512295	0.423807697671	0.447476873552	0.993470095392	125.850686008	0.978098368706	16.4386820959	0.97728643017	9.59818844432
16	512169	634164	512295	634445	0.414127628181	0.37229226361	0.974066007546	275.813175722	0.949698509625	38.5689662552	0.964976764536	17.9160809644
16	634164	685174	634445	684714	0.54799059008	0.552885476138	0.993154683866	149.937472825	0.974749197484	20.4929650495	0.981811406527	10.4288412362
16	685174	776656	684714	776625	0.440786165584	0.583379573718	0.959834642396	373.014760217	0.925075503602	34.4711272536	0.956223126984	16.7234440277
16	776656	821138	776625	820861	0.730430286408	0.667736685053	0.950522783878	174.368456936	0.85653261302	57.3688985567	0.874870360301	32.0444802505
16	821138	843097	820861	844555	0.321143950089	0.202793956276	0.991195009253	77.3861580884	0.974808331199	26.2307129911	0.947381092002	20.8314275424
